state,timestamp,leading_candidate_name,trailing_candidate_name,leading_candidate_votes,trailing_candidate_votes,vote_differential,votes_remaining,new_votes,new_votes_relevant,leading_candidate_partition,trailing_candidate_partition,precincts_reporting,precincts_total,hurdle,hurdle_change,hurdle_mov_avg,counties_partition,total_votes_count
Alaska (EV: 3),40:57.3,Trump,Biden,108231,56849,51382,193975,39556,38323,0.710591551,0.289408449,360,441,0.638021741,0.059392164,0.289408449,{},172031
Alaska (EV: 3),28:22.1,Trump,Biden,80999,45758,35241,233531,0,0,0,0,201,441,0.578629578,-0.421370422,,{},132475
Arizona (EV: 11),49:30.7,Biden,Trump,1643664,1626679,16985,81209,327,319,0.551724138,0.448275862,1475,1489,0.606244793,0.000631689,0.535933333,{'Apache': 327},3322535
Arizona (EV: 11),35:28.2,Biden,Trump,1643488,1626536,16952,81536,16739,16258,0.403124616,0.596875384,1475,1489,0.605613104,0.00170666,0.5384,"{'Apache': 3253, 'Pinal': 13486}",3322208
Arizona (EV: 11),26:06.9,Biden,Trump,1636934,1616832,20102,98275,0,0,0,0,1471,1489,0.603906444,0.011849597,0.533433333,{},3305469
Arizona (EV: 11),08:18.5,Biden,Trump,1636934,1616832,20102,110925,6862,6752,0.555835308,0.444164692,1471,1489,0.592056847,0.008614794,0.533433333,{'Maricopa': 6862},3305469
Arizona (EV: 11),32:33.8,Biden,Trump,1633181,1613833,19348,117787,3038,2995,0.632721202,0.367278798,1471,1489,0.583442053,0.005440436,0.5641,{'Apache': 3038},3298607
Arizona (EV: 11),39:24.2,Biden,Trump,1631286,1612733,18553,120825,244,239,0.380753138,0.619246862,1467,1489,0.578001617,-8.20E-05,0.585366667,{'Navajo': 244},3295569
Arizona (EV: 11),21:07.1,Biden,Trump,1631195,1612585,18610,121069,2279,2239,0.47699866,0.52300134,1467,1489,0.578083574,0.001018505,0.585066667,{'Apache': 2279},3295325
Arizona (EV: 11),03:56.6,Biden,Trump,1630127,1611414,18713,123348,7119,6925,0.321299639,0.678700361,1464,1489,0.577065069,-0.005431437,0.589366667,{'Pinal': 7119},3293046
Arizona (EV: 11),31:25.7,Biden,Trump,1627902,1606714,21188,130467,1022,1010,0.833663366,0.166336634,1464,1489,0.582496505,0.00324506,0.566666667,{'Apache': 1022},3285927
Arizona (EV: 11),09:53.6,Biden,Trump,1627060,1606546,20514,131489,303,293,0.399317406,0.600682594,1463,1489,0.579251446,-4.52E-05,0.5806,{'Coconino': 303},3284905
Arizona (EV: 11),03:57.4,Biden,Trump,1626943,1606370,20573,131792,40407,46505,0.419589291,0.580410709,1463,1489,0.57929665,-0.003455535,0.580410709,{'Maricopa': 47870},3284602
Arizona (EV: 11),01:43.0,Biden,Trump,1607430,1579378,28052,172199,1750,1719,0.525887144,0.474112856,1463,1489,0.582752185,0.001092427,0.5658,{'Yuma': 1750},3244195
Arizona (EV: 11),45:35.8,Biden,Trump,1606526,1578563,27963,173949,6995,6816,0.360768779,0.639231221,1463,1489,0.581659758,-0.002171585,0.570133333,{'Pinal': 6995},3242445
Arizona (EV: 11),24:13.3,Biden,Trump,1604067,1574206,29861,180944,0,0,0,0,1462,1489,0.583831343,-0.003877849,0.5498,{},3235450
Arizona (EV: 11),12:08.6,Biden,Trump,1604067,1574206,29861,172944,7463,0,0,0,1462,1489,0.587709192,0.003628317,0.5498,{'Maricopa': 7463},3235450
Arizona (EV: 11),02:37.7,Biden,Trump,1604067,1574206,29861,180407,71932,69821,0.450194068,0.549805932,1462,1489,0.584080876,0.009967177,0.549805932,{'Maricopa': 71932},3227987
Arizona (EV: 11),28:19.2,Biden,Trump,1572634,1535818,36816,252339,612,595,0.484033613,0.515966387,1462,1489,0.574113699,0.000141158,0.6159,{'Coconino': 612},3156055
Arizona (EV: 11),43:16.4,Biden,Trump,1572346,1535511,36835,252951,2976,2866,0.217376134,0.782623866,1461,1489,0.573972541,-0.002355299,0.614066667,{'Yavapai': 2976},3155443
Arizona (EV: 11),43:16.5,Biden,Trump,1571723,1533268,38455,255927,2172,2099,0.353501667,0.646498333,1460,1489,0.57632784,-0.00056809,0.5873,{'Cochise': 2172},3152467
Arizona (EV: 11),33:12.7,Biden,Trump,1570981,1531911,39070,258099,0,0,0,0,1458,1489,0.57689593,-0.016321185,0.579066667,{},3150295
Arizona (EV: 11),16:34.6,Biden,Trump,1570981,1531911,39070,212909,204,202,0.336633663,0.663366337,1458,1489,0.593217114,-6.81E-05,0.579066667,{'Gila': 204},3150295
Arizona (EV: 11),13:45.5,Biden,Trump,1570913,1531777,39136,213113,8881,6992,0.479405034,0.520594966,1458,1489,0.593285202,0.003072911,0.578166667,{'Pima': 7649},3150091
Arizona (EV: 11),07:08.3,Biden,Trump,1567561,1528137,39424,221994,4846,4698,0.502554278,0.497445722,1453,1489,0.590212291,0.001980957,0.580133333,{'Yuma': 4846},3141210
Arizona (EV: 11),24:11.9,Biden,Trump,1565200,1525800,39400,226840,1031,1003,0.316051844,0.683948156,1451,1489,0.588231334,-0.000423389,0.585066667,{'Navajo': 1031},3136364
Arizona (EV: 11),30:39.2,Biden,Trump,1564883,1525114,39769,227871,6666,6551,0.409555793,0.590444207,1451,1489,0.588654723,-4.68E-05,0.5799,{'Pinal': 6666},3135333
Arizona (EV: 11),53:53.3,Biden,Trump,1562200,1521246,40954,234537,1086,1066,0.336772983,0.663227017,1446,1489,0.588701553,-0.000341423,0.566466667,{'Navajo': 1086},3128667
Arizona (EV: 11),25:09.9,Biden,Trump,1561841,1520539,41302,235623,3957,3865,0.179560155,0.820439845,1446,1489,0.589042976,-0.003781294,0.5617,{'Mohave': 3957},3127581
Arizona (EV: 11),05:29.3,Biden,Trump,1561147,1517368,43779,239580,0,0,0,0,1446,1489,0.59282427,0.003318635,0.524166667,{},3123624
Arizona (EV: 11),01:43.0,Biden,Trump,1561147,1517368,43779,248463,0,0,0,0,1446,1489,0.589505635,-0.005311707,0.524166667,{},3123624
Arizona (EV: 11),32:19.1,Biden,Trump,1561147,1517368,43779,234544,0,0,0,0,1446,1489,0.594817341,0.004363713,0.524166667,{},3123624
Arizona (EV: 11),13:06.4,Biden,Trump,1561147,1517368,43779,245859,1386,1390,0.575539568,0.424460432,1446,1489,0.590453628,0.00093852,0.524166667,{'Santa Cruz': 1409},3123624
Arizona (EV: 11),03:11.4,Biden,Trump,1560347,1516778,43569,247245,61789,60053,0.471000616,0.528999384,1445,1489,0.589515108,0.012172628,0.528999384,{'Maricopa': 61789},3122238
Arizona (EV: 11),33:02.0,Biden,Trump,1532062,1485010,47052,309034,5713,5521,0.534866872,0.465133128,1423,1489,0.577342479,0.002025213,0.5423,{'Coconino': 5713},3060449
Arizona (EV: 11),37:12.1,Biden,Trump,1529109,1482442,46667,314747,1180,1170,0.675213675,0.324786325,1417,1489,0.575317266,0.000940553,0.561866667,{'Apache': 1180},3054736
Arizona (EV: 11),07:55.2,Biden,Trump,1528319,1482062,46257,315927,75314,73976,0.428517357,0.571482643,1415,1489,0.574376713,0.000585868,0.571482643,{'Maricopa': 75314},3053556
Arizona (EV: 11),44:07.4,Biden,Trump,1496619,1439786,56833,391241,0,0,0,0,1386,1489,0.573790845,-0.00297638,0.5175,{},2978242
Arizona (EV: 11),33:56.0,Biden,Trump,1496619,1439786,56833,376072,1957,1965,0.242748092,0.757251908,1386,1489,0.576767226,-0.000961127,0.5175,{'Gila': 2023},2978242
Arizona (EV: 11),15:19.8,Biden,Trump,1496142,1438298,57844,378029,2485,2461,0.763510768,0.236489232,1383,1489,0.577728353,0.002239088,0.5024,"{'Apache': 2223, 'Pinal': 262}",2976285
Arizona (EV: 11),04:29.2,Biden,Trump,1494263,1437716,56547,380514,28344,27529,0.473863925,0.526136075,1380,1489,0.575489264,0.003445414,0.530666667,{'Pima': 28344},2973800
Arizona (EV: 11),55:18.4,Biden,Trump,1481218,1423232,57986,408858,5990,5963,0.418916653,0.581083347,1366,1489,0.57204385,-0.000143844,0.664166667,{'Cochise': 6136},2945456
Arizona (EV: 11),46:52.6,Biden,Trump,1478720,1419767,58953,414848,5169,4975,0.266130653,0.733869347,1362,1489,0.572187695,-0.001925947,0.6626,{'Yavapai': 5169},2939466
Arizona (EV: 11),35:53.7,Biden,Trump,1477396,1416116,61280,420017,7456,7331,0.234074478,0.765925522,1361,1489,0.574113641,-0.003340611,0.638466667,"{'Mohave': 5833, 'Navajo': 1623}",2934297
Arizona (EV: 11),07:42.2,Biden,Trump,1475680,1410501,65179,427473,12227,12039,0.386743085,0.613256915,1359,1489,0.577454253,-0.00099665,0.595066667,"{'Coconino': 4225, 'Pinal': 8002}",2926841
Arizona (EV: 11),27:06.1,Biden,Trump,1471024,1403118,67906,439700,0,0,0,0,1352,1489,0.578450903,0.001744516,0.585066667,{},2914614
Arizona (EV: 11),55:45.8,Biden,Trump,1471024,1403118,67906,449700,1185,1151,0.403127715,0.596872285,1352,1489,0.576706387,-4.96E-05,0.585066667,{'Navajo': 1185},2914614
Arizona (EV: 11),53:24.1,Biden,Trump,1470560,1402431,68129,450885,184,180,0.194444444,0.805555556,1352,1489,0.576756028,-9.26E-05,0.584733333,{'Graham': 184},2913429
Arizona (EV: 11),49:33.7,Biden,Trump,1470525,1402286,68239,451069,632,622,0.229903537,0.770096463,1351,1489,0.576848596,-0.00027034,0.583433333,{'Greenlee': 639},2913245
Arizona (EV: 11),21:26.9,Biden,Trump,1470382,1401807,68575,451701,1936,1897,0.548761202,0.451238798,1350,1489,0.577118936,0.000536284,0.579666667,{'Yuma': 1936},2912613
Arizona (EV: 11),45:16.7,Biden,Trump,1469341,1400951,68390,453637,0,0,0,0,1349,1489,0.576582651,0,0.588333333,{},2910677
Arizona (EV: 11),43:01.7,Biden,Trump,1469341,1400951,68390,453637,62002,61039,0.411671227,0.588328773,1325,1489,0.576582651,-0.001414296,0.588328773,{'Maricopa': 62002},2910677
Arizona (EV: 11),53:07.1,Biden,Trump,1444213,1365040,79173,515639,0,0,0,0,1325,1489,0.577996948,0.000970968,0.591833333,{},2848675
Arizona (EV: 11),19:13.6,Biden,Trump,1444213,1365040,79173,522139,0,0,0,0,1325,1489,0.57702598,-0.00469538,0.591833333,{},2848675
Arizona (EV: 11),03:34.9,Biden,Trump,1444213,1365040,79173,492139,75537,74288,0.40816821,0.59183179,1325,1489,0.58172136,-0.00133507,0.59183179,{'Maricopa': 75537},2848675
Arizona (EV: 11),44:49.8,Biden,Trump,1413891,1321074,92817,567676,5614,5511,0.481945201,0.518054799,1296,1489,0.58305643,0.000637009,0.628133333,{'Pima': 5614},2773138
Arizona (EV: 11),49:45.3,Biden,Trump,1411235,1318219,93016,573290,0,0,0,0,1294,1489,0.582419421,0.036931966,0.6522,{},2767524
Arizona (EV: 11),41:34.1,Biden,Trump,1411235,1318219,93016,1038753,0,0,0,0,1294,1489,0.545487454,-0.044638473,0.6522,{},2767524
Arizona (EV: 11),16:40.3,Biden,Trump,1411235,1318219,93016,524269,0,0,0,0,1294,1489,0.590125927,-0.031134222,0.6522,{},2767524
Arizona (EV: 11),28:27.9,Biden,Trump,1411235,1318219,93016,389660,785,800,0.18625,0.81375,1294,1489,0.621260149,-0.000409319,0.6522,{'Graham': 818},2767524
Arizona (EV: 11),44:32.5,Biden,Trump,1411086,1317568,93518,390445,66,0,0,0,1294,1489,0.621669468,2.06E-05,0.6478,{'Gila': 19},2766739
Arizona (EV: 11),56:14.3,Biden,Trump,1411086,1317568,93518,390511,210,209,0.5215311,0.4784689,1294,1489,0.621648905,7.71E-05,0.6478,{'Apache': 210},2766673
Arizona (EV: 11),52:05.6,Biden,Trump,1410977,1317468,93509,390721,0,0,0,0,1294,1489,0.621571821,0,0.649,{},2766463
Arizona (EV: 11),28:06.7,Biden,Trump,1410977,1317468,93509,390721,0,0,0,0,1294,1489,0.621571821,0.001805442,0.649,{},2766463
Arizona (EV: 11),47:51.9,Biden,Trump,1410977,1317468,93509,396611,126904,124688,0.351004106,0.648995894,1294,1489,0.61976638,-0.007021111,0.648995894,{},2766463
Arizona (EV: 11),28:22.1,Biden,Trump,1367211,1236546,130665,523515,0,0,0,0,1243,1489,0.626787491,-0.373212509,,{},2639559
Georgia (EV: 16),43:52.9,Biden,Trump,2466578,2455931,10647,-21226,60,58,0.689655172,0.310344828,2643,2655,0,0,0.2905,"{'Berrien': 12, 'Dawson': 6, 'Dougherty': 42}",4984895
Georgia (EV: 16),17:21.1,Biden,Trump,2466538,2455913,10625,-21166,81,81,0.518518519,0.481481481,2643,2655,0,0,0.2903,"{'Cobb': 33, 'Laurens': 39, 'Talbot': 3, 'Upson': 6}",4984835
Georgia (EV: 16),53:08.1,Biden,Trump,2466496,2455874,10622,-21085,3,3,0.666666667,0.333333333,2643,2655,0,0,0.289566667,{'Colquitt': 3},4984754
Georgia (EV: 16),41:11.6,Biden,Trump,2466494,2455873,10621,-21082,134,155,0.470967742,0.529032258,2643,2655,0,0,0.289533333,"{'Coffee': 76, 'Gilmer': 75, 'Twiggs': 6}",4984751
Georgia (EV: 16),57:34.3,Biden,Trump,2466421,2455791,10630,-20948,706,688,0.595930233,0.404069767,2643,2655,0,0,0.287866667,"{'Gwinnett': 699, 'Seminole': 7}",4984617
Georgia (EV: 16),36:14.1,Biden,Trump,2466011,2455513,10498,-20242,8,7,0.285714286,0.714285714,2643,2655,0,0,0.2833,{'Tattnall': 8},4983911
Georgia (EV: 16),19:03.1,Biden,Trump,2466009,2455508,10501,-20234,168,303,0.745874587,0.254125413,2643,2655,0,0,0.283166667,{'Bibb': 311},4983903
Georgia (EV: 16),43:13.2,Biden,Trump,2465783,2455431,10352,-20066,5,5,0.4,0.6,2643,2655,0,0,0.281866667,{'Pike': 5},4983735
Georgia (EV: 16),38:22.5,Biden,Trump,2465781,2455428,10353,-18187,409,403,0.694789082,0.305210918,2643,2655,0,0,0.2818,{'Gwinnett': 409},4983730
Georgia (EV: 16),13:11.6,Biden,Trump,2465501,2455305,10196,-17778,1,1,1,0,2643,2655,0,0,0.279366667,{'Calhoun': 1},4983321
Georgia (EV: 16),21:37.7,Biden,Trump,2465500,2455305,10195,-17777,2246,2187,0.736625514,0.263374486,2643,2655,0,0,0.279366667,{'Fulton': 2246},4983320
Georgia (EV: 16),56:07.8,Biden,Trump,2463889,2454729,9160,-15531,1982,1967,0.910015252,0.089984748,2643,2655,0,0,0.2878,{'DeKalb': 1982},4981074
Georgia (EV: 16),46:05.7,Biden,Trump,2462099,2454552,7547,-13549,125,122,0.5,0.5,2643,2655,0,0,0.309133333,{'Columbia': 125},4979092
Georgia (EV: 16),22:23.5,Biden,Trump,2462038,2454491,7547,-13424,726,709,0.699576869,0.300423131,2643,2655,0,0,0.308433333,{'Cobb': 726},4978967
Georgia (EV: 16),15:31.9,Biden,Trump,2461542,2454278,7264,-12698,160,158,0.550632911,0.449367089,2643,2655,0,0,0.309133333,"{'Rockdale': 68, 'Troup': 92}",4978241
Georgia (EV: 16),46:03.3,Biden,Trump,2461455,2454207,7248,-12538,5110,5012,0.781125299,0.218874701,2643,2655,0,0,0.3085,{'Fulton': 5110},4978081
Georgia (EV: 16),41:05.1,Biden,Trump,2457540,2453110,4430,-7428,74,71,0.746478873,0.253521127,2643,2655,0,0,0.327066667,{'Chatham': 74},4972971
Georgia (EV: 16),58:27.6,Biden,Trump,2457487,2453092,4395,-7354,163,160,0.83125,0.16875,2643,2655,0,0,0.327233333,{'Dougherty': 163},4972897
Georgia (EV: 16),24:13.3,Biden,Trump,2457354,2453065,4289,-7191,188,293,0.764505119,0.235494881,2643,2655,0,0,0.3281,{'Muscogee': 300},4972734
Georgia (EV: 16),20:08.5,Biden,Trump,2457130,2452996,4134,-7003,465,456,0.625,0.375,2643,2655,0,0,0.329033333,{'Lowndes': 465},4972546
Georgia (EV: 16),40:56.2,Biden,Trump,2456845,2452825,4020,-6538,58,57,0.385964912,0.614035088,2643,2655,0,0,0.328333333,{'Glynn': 58},4972081
Georgia (EV: 16),28:19.2,Biden,Trump,2456823,2452790,4033,-6480,153,149,0.55704698,0.44295302,2643,2655,0,0,0.3278,{'Houston': 153},4972023
Georgia (EV: 16),23:52.5,Biden,Trump,2456740,2452724,4016,-6327,336,323,0.520123839,0.479876161,2643,2655,0,0,0.327233333,"{'Barrow': 17, 'Coweta': 242, 'Effingham': 32, 'Franklin': 3, 'Haralson': 6, 'Heard': 3, 'Mitchell': 7, 'Union': 13, 'Walker': 13}",4971870
Georgia (EV: 16),05:24.7,Biden,Trump,2456572,2452569,4003,-5991,46,43,0.279069767,0.720930233,2643,2655,0,0,0.325633333,"{'Candler': 1, 'Catoosa': 33, 'Chattahoochee': 1, 'Crisp': 11}",4971534
Georgia (EV: 16),43:16.4,Biden,Trump,2456560,2452538,4022,-5945,210,202,0.618811881,0.381188119,2643,2655,0,0,0.325066667,"{'Bartow': 90, 'Clarke': 120}",4971488
Georgia (EV: 16),16:18.6,Biden,Trump,2456435,2452461,3974,-5735,1120,1148,0.3728223,0.6271777,2643,2655,0,0,0.3247,{'Spalding': 1165},4971278
Georgia (EV: 16),06:00.5,Biden,Trump,2456007,2451741,4266,-4615,12,11,0.181818182,0.818181818,2643,2655,0,0,0.313333333,{'Lee': 12},4970158
Georgia (EV: 16),58:16.5,Biden,Trump,2456005,2451732,4273,-4603,53,52,0.480769231,0.519230769,2643,2655,0,0,0.313166667,{'Walton': 53},4970146
Georgia (EV: 16),47:09.1,Biden,Trump,2455980,2451705,4275,-4550,213,209,0.755980861,0.244019139,2643,2655,0,0,0.312833333,{'Henry': 213},4970093
Georgia (EV: 16),43:16.5,Biden,Trump,2455822,2451654,4168,-4337,11,11,0.181818182,0.818181818,2643,2655,0,0,0.313433333,"{'Jackson': 7, 'Jenkins': 4}",4969880
Georgia (EV: 16),26:05.6,Biden,Trump,2455820,2451645,4175,-4326,9,8,0.25,0.75,2643,2655,0,0,0.313233333,{'Chattooga': 9},4969869
Georgia (EV: 16),16:34.6,Biden,Trump,2455818,2451639,4179,-4317,24,21,0.380952381,0.619047619,2643,2655,0,0,0.313133333,{'Polk': 24},4969860
Georgia (EV: 16),13:45.5,Biden,Trump,2455810,2451626,4184,-4293,14,14,0.571428571,0.428571429,2643,2655,0,0,0.312933333,{'Decatur': 14},4969836
Georgia (EV: 16),07:08.3,Biden,Trump,2455802,2451620,4182,-4279,3,3,0,1,2643,2655,0,0,0.3129,{'Baker': 3},4969822
Georgia (EV: 16),58:48.8,Biden,Trump,2455802,2451617,4185,-4276,22,21,0.476190476,0.523809524,2643,2655,0,0,0.312833333,{'Peach': 22},4969819
Georgia (EV: 16),50:34.4,Biden,Trump,2455792,2451606,4186,-4254,26,26,0.538461538,0.461538462,2643,2655,0,0,0.3127,"{'Brooks': 10, 'Meriwether': 8, 'Oconee': 8}",4969797
Georgia (EV: 16),43:08.4,Biden,Trump,2455778,2451594,4184,-4228,88,86,0.627906977,0.372093023,2643,2655,0,0,0.312566667,"{'Bulloch': 74, 'Fayette': 14}",4969771
Georgia (EV: 16),35:03.6,Biden,Trump,2455724,2451562,4162,-4140,5,5,0.4,0.6,2643,2655,0,0,0.312433333,{'Miller': 5},4969683
Georgia (EV: 16),32:23.5,Biden,Trump,2455722,2451559,4163,-4135,29,28,0.678571429,0.321428571,2643,2655,0,0,0.3124,"{'Hancock': 3, 'Tift': 27}",4969678
Georgia (EV: 16),26:37.1,Biden,Trump,2455703,2451550,4153,-4106,98,97,0.443298969,0.556701031,2643,2655,0,0,0.3124,"{'Jones': 10, 'Thomas': 22, 'Whitfield': 66}",4969649
Georgia (EV: 16),24:11.9,Biden,Trump,2455660,2451496,4164,-4008,456,461,0.388286334,0.611713666,2643,2655,0,0,0.311666667,"{'Banks': 27, 'Bleckley': 2, 'Camden': 17, 'Elbert': 36, 'Floyd': 359, 'Gordon': 22, 'Greene': 5}",4969551
Georgia (EV: 16),14:55.5,Biden,Trump,2455481,2451214,4267,-3552,94,92,0.52173913,0.47826087,2643,2655,0,0,0.307333333,"{'Baldwin': 46, 'Dade': 11, 'Harris': 1, 'Morgan': 4, 'Murray': 7, 'Putnam': 7, 'Taylor': 18}",4969095
Georgia (EV: 16),03:00.5,Biden,Trump,2455433,2451170,4263,-3458,7151,6957,0.69512721,0.30487279,2643,2655,0,-0.712241912,0.3069,"{'Ben Hill': 1, 'Gwinnett': 7076, 'Jasper': 15, 'Toombs': 11, 'Ware': 48}",4969001
Georgia (EV: 16),54:35.4,Biden,Trump,2450597,2449049,1548,3693,61,73,0.397260274,0.602739726,2643,2655,0.712241912,0.001425601,0.313833333,"{'Long': 39, 'Madison': 1, 'Terrell': 2, 'Wayne': 32}",4961850
Georgia (EV: 16),39:06.9,Biden,Trump,2450568,2449005,1563,3754,18,21,0.476190476,0.523809524,2643,2655,0.710816311,0.000871781,0.312933333,"{'Harris': 7, 'Washington': 14}",4961789
Georgia (EV: 16),22:20.4,Biden,Trump,2450558,2448994,1564,3772,37,36,0.75,0.25,2643,2655,0.709944531,0.004432137,0.312733333,"{'Burke': 4, 'Carroll': 2, 'Douglas': 30, 'Stewart': 1}",4961771
Georgia (EV: 16),14:54.2,Biden,Trump,2450531,2448985,1546,3809,23,23,0.304347826,0.695652174,2643,2655,0.705512394,4.43E-05,0.3127,"{'Morgan': 12, 'Towns': 11}",4961734
Georgia (EV: 16),06:01.6,Biden,Trump,2450524,2448969,1555,3832,111,109,0.220183486,0.779816514,2643,2655,0.705468095,-0.002049096,0.312366667,{'White': 111},4961711
Georgia (EV: 16),42:56.7,Biden,Trump,2450500,2448884,1616,3943,195,188,0.563829787,0.436170213,2643,2655,0.707517191,0.012715789,0.3104,"{'Charlton': 2, 'Putnam': 192, 'Stephens': 1}",4961600
Georgia (EV: 16),34:48.8,Biden,Trump,2450394,2448802,1592,4138,5,5,0.8,0.2,2643,2655,0.694801402,0.000601742,0.309133333,"{'Clinch': 4, 'Cook': 1}",4961405
Georgia (EV: 16),25:45.2,Biden,Trump,2450390,2448801,1589,4143,26,24,0.208333333,0.791666667,2643,2655,0.69419966,-0.000489212,0.309133333,"{'Brantley': 15, 'Dooly': 7, 'McDuffie': 5}",4961400
Georgia (EV: 16),08:18.1,Biden,Trump,2450385,2448782,1603,4169,8,8,0.5,0.5,2643,2655,0.694688871,0.000372878,0.3087,"{'Schley': 1, 'Wilkes': 7}",4961374
Georgia (EV: 16),53:53.3,Biden,Trump,2450381,2448778,1603,4177,1,11,0.727272727,0.272727273,2643,2655,0.694315994,0.000652465,0.308633333,{'Jefferson': 11},4961366
Georgia (EV: 16),46:07.2,Biden,Trump,2450373,2448775,1598,4178,302,301,0.574750831,0.425249169,2643,2655,0.693663528,0.018140969,0.3086,{'Laurens': 302},4961365
Georgia (EV: 16),22:14.3,Biden,Trump,2450200,2448647,1553,4480,1,1,0,1,2643,2655,0.675522559,-7.38E-05,0.306733333,{'Hart': 1},4961063
Georgia (EV: 16),11:02.2,Biden,Trump,2450200,2448646,1554,4481,20,19,0.315789474,0.684210526,2643,2655,0.675596385,-7.21E-06,0.3067,"{'Stephens': 9, 'Stewart': 11}",4961062
Georgia (EV: 16),51:26.3,Biden,Trump,2450194,2448633,1561,4501,1,1,0,1,2643,2655,0.67560359,-7.35E-05,0.3064,{'Harris': 1},4961042
